stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
UT,Beaver County,NA,42,209,326,NA,NA,115,NA,104,44,108,83,47,38,32,151,44,241,NA,NA,19,33,141
UT ,Box Elder County,70,68,58,44,52,25,6,40,50,34,42,39,23,1,25,30,32,23,41,13,1,23,29
UT ,Cache County,76,76,68,60,69,43,3,55,48,46,50,58,29,0,40,45,35,43,52,20,0,37,50
UT ,Carbon County,67,61,58,57,54,67,53,53,49,47,57,47,40,23,46,55,55,45,56,40,14,40,46
UT ,Davis County,74,65,30,42,45,23,0,36,31,30,26,31,6,0,19,23,22,15,22,6,0,12,20
UT ,Duchesne County,69,85,57,58,66,54,9,39,36,59,27,28,10,2,42,36,55,31,68,35,21,43,32
UT ,Emery County,65,65,40,27,52,11,15,44,53,56,23,48,21,5,18,24,32,29,25,8,2,20,17
UT ,Grand County,249,426,330,177,142,122,129,84,59,48,52,21,20,19,28,16,60,12,43,34,11,14,33
UT ,Iron County,95,87,84,79,83,68,60,69,69,70,65,66,42,1,67,70,72,64,82,48,1,53,67
UT ,Juab County,89,86,88,51,65,26,12,89,148,70,99,74,31,12,54,39,51,55,26,12,8,26,45
UT ,Kane County,NA,111,NA,83,NA,NA,NA,NA,NA,NA,NA,22,46,2,27,69,NA,NA,NA,78,16,21,44
UT ,Millard County,42,104,54,83,99,59,117,64,57,48,59,82,55,19,61,84,90,56,54,23,22,82,56
UT ,Morgan County,77,93,17,72,44,7,0,86,9,55,9,55,5,0,34,12,23,8,26,3,0,8,16
UT ,Salt Lake County,72,58,17,33,35,8,0,24,22,16,17,20,0,0,6,10,5,6,12,0,0,4,9
UT ,Sanpete County,111,74,47,33,48,36,32,49,49,28,53,27,16,2,37,37,37,44,50,32,17,40,38
UT ,Sevier County,93,74,65,70,70,30,39,61,50,55,97,39,25,16,43,63,52,41,37,24,9,64,61
UT ,Summit County,130,58,36,39,35,20,10,28,23,6,21,8,5,1,8,13,12,11,30,24,1,9,23
UT ,Tooele County,73,39,20,28,32,13,2,28,18,20,20,23,6,0,16,21,16,14,21,7,0,16,17
UT ,Uintah County,92,87,89,83,76,52,43,75,64,65,62,54,54,19,66,64,67,55,65,48,21,63,69
UT ,Utah County,78,66,43,40,49,28,1,35,32,32,28,38,15,0,23,28,26,29,37,16,0,25,31
UT ,Wasatch County,60,31,30,20,31,14,1,20,18,15,19,21,5,0,17,16,14,19,19,13,0,20,23
UT ,Washington County,96,89,78,72,77,52,20,58,65,64,65,69,39,1,48,56,56,58,64,31,1,50,53
UT ,Weber County,84,74,47,56,58,23,1,47,40,35,31,39,4,0,23,26,24,24,34,8,0,22,29
VT,Addison County,58,32,22,28,26,5,0,10,0,5,1,3,0,0,0,0,1,0,0,1,0,0,3
VT,Bennington County,78,43,38,21,42,22,4,2,15,17,10,19,1,0,1,2,16,1,11,2,1,6,8
VT,Caledonia County,78,47,34,36,33,3,0,21,8,22,0,2,0,0,0,2,1,0,0,0,0,3,2
VT,Chittenden County,81,55,24,28,29,1,0,1,1,7,0,1,0,0,0,2,1,0,1,1,0,1,1
VT,Franklin County,72,56,37,35,36,3,4,16,4,21,5,3,0,0,6,4,5,3,7,7,0,3,6
VT,Lamoille County,52,58,61,39,63,0,2,9,12,13,0,1,0,0,0,5,9,0,1,2,0,11,1
VT,Orange County,74,27,39,45,18,0,0,0,0,5,0,8,0,0,0,0,0,1,1,0,0,0,1
VT,Orleans County,127,75,64,66,101,64,3,18,1,40,2,11,1,0,1,2,1,1,1,0,0,1,1
VT,Rutland County,76,50,44,38,56,27,8,22,12,30,20,32,5,0,11,18,25,13,13,8,1,22,20
VT,Washington County,70,36,24,16,32,0,0,5,0,8,1,2,0,0,0,1,1,0,1,1,0,1,1
VT,Windham County,79,49,51,29,45,0,21,15,15,14,17,14,1,0,1,9,13,10,2,1,1,9,10
VT,Windsor County,72,47,33,21,40,5,0,7,1,21,3,18,1,0,0,1,1,0,3,1,0,5,4
VA,Accomack County,34,34,34,26,42,28,24,2,13,2,11,19,10,5,27,1,0,3,10,0,1,2,9
VA,Albemarle County,62,48,47,33,41,3,9,16,17,10,14,25,1,2,16,9,10,18,20,8,0,9,9
VA,Alleghany County,79,77,66,35,49,9,3,68,25,47,46,52,11,4,11,15,35,46,46,22,0,39,10
VA,Amelia County,98,90,67,90,76,20,18,49,50,41,42,45,30,20,72,47,32,62,56,27,10,32,31
VA,Amherst County,75,70,66,74,74,35,17,51,57,56,63,66,41,28,54,46,40,53,53,29,16,45,53
VA,Appomattox County,70,51,47,57,63,34,18,32,40,37,24,62,24,21,27,20,36,35,43,31,11,34,31
VA,Arlington County,32,12,7,5,11,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VA,Augusta County,91,79,83,86,91,64,33,73,79,78,86,80,60,45,72,71,69,71,77,47,35,65,71
VA,Bedford County,78,82,62,73,79,58,43,48,62,47,55,59,50,41,49,41,41,52,54,42,35,45,48
VA,Botetourt County,83,73,67,77,80,47,19,48,57,54,60,66,40,28,55,43,46,52,56,31,16,49,42
VA,Brunswick County,94,92,45,76,67,28,26,70,53,74,83,73,58,27,57,25,25,37,59,41,19,27,37
VA,Buchanan County,115,52,69,83,46,0,0,13,32,32,40,25,37,2,12,1,1,30,11,7,1,14,2
VA,Buckingham County,NA,73,NA,NA,76,NA,19,NA,NA,NA,33,28,42,7,45,13,47,25,NA,26,9,18,30
VA,Campbell County,88,77,62,78,87,49,26,56,60,54,59,69,44,28,49,37,43,47,57,43,28,51,53
VA,Caroline County,96,89,88,90,79,42,3,45,90,73,81,70,25,8,51,66,71,54,80,10,6,36,68
VA,Carroll County,83,79,68,83,91,55,40,58,71,65,64,70,38,39,57,54,61,62,66,34,24,64,59
VA,Charles City County,65,63,60,56,12,NA,4,19,1,1,32,30,12,9,0,8,1,17,16,0,0,14,49
VA,Charlotte County,65,59,31,70,90,NA,17,41,36,15,43,46,7,4,25,11,24,14,47,45,0,54,14
VA,Chesterfield County,68,55,43,50,55,18,7,25,29,14,29,33,16,5,22,14,15,22,30,9,2,16,21
VA,City of Alexandria,28,12,7,11,22,6,2,0,1,0,5,4,0,1,1,0,0,0,0,0,0,1,0
VA,City of Bedford,84,52,61,55,66,21,13,65,35,30,44,39,23,21,26,24,22,32,44,29,15,28,38
VA,City of Bristol,95,83,68,77,77,19,10,45,73,57,61,58,48,12,41,20,52,41,58,20,7,33,57
VA,City of Buena Vista,96,93,82,83,91,32,12,76,62,39,80,94,28,15,32,58,90,55,40,19,16,61,64
VA,City of Charlottesville,120,59,48,48,60,2,3,13,24,13,18,30,3,4,11,2,4,33,18,3,1,18,9
VA,City of Chesapeake,73,60,49,55,65,8,1,24,32,14,32,37,13,6,18,12,7,20,25,3,0,11,19
VA,City of Colonial Heights,62,63,66,69,68,36,27,53,58,43,58,51,31,13,38,33,38,45,55,26,16,37,39
VA,City of Covington,53,63,39,40,60,30,23,40,33,36,29,36,20,15,34,29,31,34,40,10,9,20,32
VA,City of Danville,87,76,73,74,90,49,11,54,52,52,52,62,25,25,54,36,50,56,68,33,8,51,56
VA,City of Emporia,63,52,52,76,86,29,18,31,55,60,53,50,23,16,31,25,28,52,54,21,15,33,31
VA,City of Fairfax,52,35,17,22,30,1,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
VA,City of Falls Church,27,12,8,13,22,6,6,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
VA,City of Franklin,74,48,36,71,62,21,11,22,55,24,40,36,13,7,25,23,34,24,23,9,7,27,23
VA,City of Fredericksburg,63,49,47,46,51,14,8,15,25,15,21,33,4,3,18,3,4,8,27,3,1,9,9
VA,City of Galax,100,88,103,112,112,55,2,56,62,63,34,103,34,2,41,31,43,39,53,16,6,39,35
VA,City of Hampton,68,55,44,60,51,1,1,18,30,3,33,25,4,1,15,4,9,22,23,1,0,5,19
VA,City of Harrisonburg,125,112,107,117,132,75,27,49,75,65,75,68,60,16,70,41,36,54,47,32,2,55,52
VA,City of Hopewell,66,58,47,60,55,16,10,31,29,23,31,24,10,13,23,13,42,29,31,3,1,25,13
VA,City of Lexington,112,112,95,95,116,NA,23,83,102,77,114,103,84,97,39,57,37,72,79,NA,14,100,100
VA,City of Lynchburg,103,84,85,92,85,60,33,58,60,63,59,71,51,27,47,20,37,48,57,32,18,38,42
VA,City of Manassas,53,44,38,42,39,14,1,8,7,0,7,14,0,0,2,4,1,5,3,0,0,8,1
VA,City of Manassas Park,75,48,42,77,45,1,2,23,26,20,39,15,11,1,35,11,13,24,39,1,1,34,16
VA,City of Martinsville,82,77,82,91,97,53,37,53,65,52,72,67,60,32,49,32,58,43,82,47,27,59,60
VA,City of Newport News,64,54,41,40,58,1,1,14,20,17,29,32,7,1,8,6,3,18,28,1,0,13,14
VA,City of Norfolk,72,63,54,46,66,1,1,14,23,3,17,29,4,1,9,1,3,11,14,1,0,5,14
VA,City of Norton,130,53,NA,99,NA,NA,NA,NA,54,NA,44,NA,41,19,53,7,NA,NA,NA,NA,NA,NA,49
VA,City of Petersburg,67,54,60,58,76,24,1,23,27,21,36,29,10,8,24,13,17,9,16,4,1,21,15
VA,City of Poquoson,73,63,51,57,66,16,12,22,43,22,32,34,17,10,28,18,12,28,34,12,5,22,25
VA,City of Portsmouth,74,59,53,54,56,7,3,25,32,15,28,34,7,3,22,9,10,18,25,4,1,15,21
VA,City of Radford,145,112,82,84,52,48,24,41,38,45,51,49,37,33,51,32,36,45,42,22,18,29,43
VA,City of Richmond,76,41,51,52,55,3,9,2,16,1,14,27,3,1,4,1,4,7,27,4,1,2,2
VA,City of Roanoke,68,64,58,59,68,21,2,37,35,45,37,50,14,3,21,4,13,16,31,9,1,17,26
VA,City of Salem,83,77,57,67,69,42,18,50,53,38,49,51,38,30,37,25,37,37,45,30,13,28,36
VA,City of Staunton,70,60,47,64,74,25,7,43,25,30,46,58,18,18,30,19,29,42,42,17,5,24,42
VA,City of Suffolk,44,37,33,43,36,11,0,17,23,9,27,23,14,6,18,18,13,20,24,5,0,14,16
VA,City of Virginia Beach,72,61,46,53,63,11,8,22,31,13,27,34,14,10,19,12,10,21,21,5,2,15,20
VA,City of Waynesboro,64,55,39,63,46,11,15,33,53,43,44,43,18,9,26,18,20,27,38,27,5,15,26
VA,City of Williamsburg,66,63,45,65,58,1,10,12,13,5,25,29,13,1,29,2,6,16,27,0,0,12,13
VA,City of Winchester,74,82,71,64,70,45,27,43,54,43,52,63,14,10,47,27,36,40,48,15,2,31,22
VA,Clarke County,88,67,61,78,66,52,40,45,48,60,62,61,7,7,44,9,9,36,30,22,6,38,32
VA,Culpeper County,57,54,55,53,63,22,3,30,40,30,31,37,14,2,33,23,19,31,41,16,1,31,23
VA,Dickenson County,50,67,71,31,58,1,2,24,20,33,43,54,18,8,43,19,27,25,24,28,4,43,67
VA,Dinwiddie County,96,98,89,88,101,43,29,77,69,85,83,82,55,25,77,83,82,82,79,26,21,75,84
VA,Essex County,65,45,22,40,46,27,25,31,54,21,38,65,26,22,44,19,43,24,56,34,17,25,32
VA,Fairfax County,40,24,11,12,20,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
VA,Fauquier County,55,50,39,41,51,18,5,12,23,12,22,32,6,1,15,9,8,14,18,9,1,13,13
VA,Floyd County,74,86,70,60,59,8,10,40,41,32,40,42,14,6,40,18,16,12,46,3,9,41,10
VA,Fluvanna County,81,85,51,69,71,23,2,40,49,26,44,51,14,6,27,38,26,37,30,14,1,19,27
VA,Franklin County,76,68,52,54,60,29,26,36,36,34,37,55,30,26,35,22,27,35,37,24,13,31,34
VA,Frederick County,84,85,78,81,78,34,18,49,57,44,53,54,17,7,51,32,35,36,45,22,7,40,39
VA,Giles County,75,52,52,79,52,29,8,47,19,29,39,53,23,20,41,15,19,32,46,14,14,37,35
VA,Gloucester County,69,64,46,54,60,19,3,37,48,24,43,40,20,13,41,37,28,43,42,11,1,38,38
VA,Goochland County,86,88,72,73,69,19,9,34,39,30,39,55,12,12,45,41,38,44,45,21,11,26,35
VA,Greene County,76,63,49,46,57,20,1,22,32,26,37,31,5,0,29,14,35,27,35,0,0,25,22
VA,Halifax County,63,72,52,67,72,42,19,40,44,47,63,51,49,30,54,27,40,32,48,35,22,45,42
VA,Hanover County,66,65,56,55,69,20,15,33,41,33,37,41,21,12,34,24,28,32,40,18,6,32,29
VA,Henrico County,63,51,39,41,50,14,6,16,23,10,21,26,10,5,16,3,7,15,21,6,1,9,10
VA,Henry County,85,81,74,83,82,62,30,56,61,61,65,69,50,31,57,48,50,52,61,48,18,54,54
VA,Isle of Wight County,80,65,46,61,64,16,5,29,35,20,36,49,18,5,29,24,15,30,42,14,8,33,36
VA,James City County,61,51,35,37,59,1,3,5,25,2,23,24,10,2,23,5,5,18,26,4,3,10,14
VA,King George County,86,75,63,54,70,23,5,22,33,19,35,31,12,3,18,5,3,11,24,3,0,19,12
VA,King William County,78,71,66,65,80,27,15,33,51,39,55,53,24,10,42,34,25,35,34,27,9,38,41
VA,Lancaster County,56,48,22,28,56,27,12,17,36,9,17,52,20,4,56,16,26,18,6,4,7,4,26
VA,Lee County,74,42,49,47,19,1,1,17,3,21,11,46,7,4,16,2,15,32,9,8,5,17,24
VA,Loudoun County,40,27,16,19,28,6,3,0,3,0,3,7,0,0,2,0,0,0,1,0,0,0,0
VA,Louisa County,66,51,45,57,51,23,9,30,32,28,24,33,9,10,31,22,15,33,32,10,9,27,13
VA,Lunenburg County,74,59,39,55,56,15,10,31,59,35,54,72,38,7,30,28,53,69,32,34,16,37,42
VA,Madison County,81,89,70,61,63,19,4,70,71,26,64,44,28,1,61,58,13,32,70,29,11,33,57
VA,Mecklenburg County,100,70,52,68,66,39,32,37,59,42,43,53,24,36,56,30,34,47,47,24,24,38,36
VA,Middlesex County,77,80,46,73,73,12,5,28,33,44,26,41,3,11,37,37,15,38,22,5,1,24,22
VA,Montgomery County,136,134,95,119,127,46,24,50,52,46,56,72,43,18,47,17,27,44,61,32,4,25,35
VA,Nelson County,84,47,40,30,44,4,7,8,22,32,30,29,8,3,21,26,6,7,21,4,4,13,9
VA,New Kent County,80,74,62,58,70,5,14,46,44,35,53,58,26,15,47,38,35,44,52,13,4,49,39
VA,Northampton County,89,65,17,14,19,1,1,2,17,2,5,7,0,2,51,1,1,1,14,0,1,1,5
VA,Northumberland County,NA,NA,23,61,71,NA,33,33,NA,23,67,35,4,27,26,19,0,23,15,16,15,45,6
VA,Nottoway County,90,71,42,87,67,16,9,47,37,43,43,60,18,5,50,53,23,17,63,18,4,30,37
VA,Orange County,71,61,44,50,46,15,7,35,45,29,33,48,10,10,31,12,28,33,46,19,4,35,31
VA,Page County,73,74,64,63,66,28,16,48,40,43,50,46,20,25,36,21,32,39,51,21,14,49,41
VA,Patrick County,86,80,77,60,48,39,13,41,48,42,52,65,40,27,37,29,37,40,45,20,30,31,45
VA,Pittsylvania County,97,92,85,89,92,65,46,68,74,73,68,78,59,49,63,57,63,65,67,53,34,63,61
VA,Powhatan County,82,69,50,66,69,38,16,38,42,32,49,47,23,23,42,27,37,36,55,20,2,32,28
VA,Prince Edward County,48,61,28,34,59,23,13,26,21,19,29,45,10,12,22,12,16,26,31,5,3,24,27
VA,Prince George County,84,77,57,67,80,21,10,45,40,46,40,40,21,4,19,19,29,28,36,13,9,28,27
VA,Prince William County,50,36,25,26,32,4,0,1,4,0,4,6,0,0,2,0,0,0,2,0,0,1,0
VA,Pulaski County,78,74,75,78,80,42,16,48,58,59,82,77,55,25,37,40,41,31,53,27,20,45,45
VA,Rappahannock County,NA,0,NA,NA,NA,0,NA,0,NA,0,37,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
VA,Richmond County,83,90,89,76,80,26,48,78,51,22,41,90,44,31,43,44,13,43,51,36,3,11,43
VA,Roanoke County,83,77,67,72,78,43,18,48,55,46,51,58,40,21,43,25,33,44,53,29,12,38,45
VA,Rockbridge County,99,68,75,81,103,74,20,63,78,75,79,72,43,43,32,76,54,79,81,20,18,41,62
VA,Rockingham County,86,73,66,76,79,39,31,55,65,53,62,65,39,32,50,45,44,48,58,35,8,44,43
VA,Russell County,85,60,62,62,62,15,16,39,56,49,49,61,26,29,42,18,23,31,34,17,16,31,29
VA,Scott County,74,73,83,76,71,10,20,49,25,59,38,67,31,10,21,44,41,49,52,13,3,61,61
VA,Shenandoah County,92,77,74,70,89,45,31,59,68,49,62,59,33,18,51,48,40,53,51,21,10,42,39
VA,Smyth County,86,89,92,74,77,59,30,70,50,64,70,74,53,28,41,39,35,43,77,30,12,30,52
VA,Southampton County,77,76,72,78,74,45,16,50,69,51,82,70,63,38,67,32,52,65,75,29,28,53,39
VA,Spotsylvania County,73,62,56,54,62,22,7,26,29,15,26,33,7,4,31,12,10,22,24,6,0,16,14
VA,Stafford County,48,36,27,27,34,11,1,10,10,3,13,14,0,0,14,0,0,3,9,0,0,0,2
VA,Sussex County,99,92,69,84,106,32,19,64,80,83,94,98,33,7,82,36,70,74,85,54,9,82,65
VA,Tazewell County,84,83,77,74,68,20,17,48,39,45,51,65,36,21,39,27,26,40,55,37,4,40,44
VA,Warren County,66,71,52,55,47,24,11,25,39,22,39,35,14,10,35,12,27,23,42,13,2,29,23
VA,Washington County,76,77,72,78,75,56,37,50,57,62,60,58,53,40,48,30,42,47,46,30,15,47,48
VA,Westmoreland County,80,53,49,60,46,17,2,19,16,4,21,28,4,6,23,2,6,12,13,4,1,5,4
VA,Wise County,87,71,74,70,79,42,25,58,53,63,52,60,45,24,50,22,38,38,49,37,20,31,35
VA,Wythe County,112,91,117,142,116,96,26,57,90,100,131,87,45,46,55,65,63,71,61,47,27,63,65
VA,York County,71,52,45,49,60,2,0,12,25,7,30,25,6,1,18,5,8,12,16,0,0,9,16
WA ,Adams County,34,34,37,39,90,33,19,44,70,18,28,25,19,0,16,19,19,23,24,17,0,22,22
WA ,Asotin County,76,81,74,85,64,2,10,72,58,39,3,12,1,1,2,3,2,11,16,1,1,6,38
WA ,Benton County,80,61,59,56,53,13,4,33,16,9,10,14,0,0,1,8,7,14,19,1,0,10,14
WA ,Chelan County,89,74,55,62,72,31,6,43,30,29,23,14,1,1,9,18,11,14,25,7,1,30,18
WA ,Clallam County,71,63,66,37,66,8,1,21,14,10,1,10,1,1,1,2,15,9,16,1,0,28,19
WA ,Clark County,71,54,49,43,55,11,4,24,10,13,6,5,0,0,1,4,5,7,14,1,0,7,10
WA ,Cowlitz County,82,67,62,70,74,27,1,46,28,35,16,15,1,0,8,19,25,19,42,2,1,21,38
WA ,Douglas County,90,92,75,74,73,6,3,57,54,18,38,45,1,0,11,33,24,8,43,2,1,14,25
WA ,Franklin County,80,72,67,56,74,20,11,46,29,27,22,23,2,0,14,14,13,25,24,7,0,23,27
WA ,Grant County,79,59,62,51,70,31,10,40,35,31,18,26,2,1,20,28,20,32,38,6,1,31,32
WA ,Grays Harbor County,80,50,48,35,43,2,2,26,12,17,2,1,0,0,2,6,3,5,12,1,0,17,17
WA ,Island County,47,24,19,12,17,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1
WA ,Jefferson County,172,5,53,6,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3
WA ,King County,41,25,25,16,33,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA ,Kitsap County,59,44,43,29,45,1,0,15,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1
WA ,Kittitas County,93,89,94,91,112,54,33,92,50,53,38,46,22,2,34,52,45,40,56,16,1,50,42
WA ,Klickitat County,84,60,68,74,170,38,21,65,52,33,18,23,0,0,3,30,10,6,9,1,0,32,28
WA ,Lewis County,95,69,78,53,82,21,1,21,20,20,6,10,0,0,4,16,14,12,22,2,0,23,19
WA ,Mason County,68,57,42,23,43,0,0,22,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2
WA ,Okanogan County,65,70,54,57,82,2,2,33,2,14,2,2,1,1,1,2,3,3,10,2,1,2,11
WA ,Pacific County,123,77,17,55,14,10,11,7,6,8,7,8,6,6,7,7,7,8,8,6,6,10,9
WA ,Pend Oreille County,74,29,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WA ,Pierce County,69,56,56,46,57,8,1,29,16,13,1,1,0,0,0,3,5,6,10,0,0,9,10
WA ,San Juan County,NA,19,48,28,36,NA,3,5,3,5,3,3,3,2,4,3,3,3,3,3,4,4,7
WA ,Skagit County,75,52,59,49,59,25,0,31,19,14,1,1,0,0,1,1,5,2,6,0,0,4,8
WA ,Snohomish County,53,39,41,31,43,2,0,13,2,2,0,0,0,0,0,0,0,0,1,0,0,2,1
WA ,Spokane County,79,58,55,44,61,10,1,30,18,10,2,7,0,0,1,0,2,6,11,1,0,6,9
WA ,Stevens County,79,47,59,52,63,11,3,28,5,18,1,1,1,0,1,1,8,13,2,1,0,2,2
WA ,Thurston County,66,56,50,46,53,5,0,14,4,6,0,1,0,0,0,0,2,1,6,0,0,3,3
WA ,Walla Walla County,98,79,61,69,70,12,13,59,51,30,18,16,1,1,3,17,27,30,24,2,1,41,29
WA ,Whatcom County,74,49,51,30,53,2,0,9,1,2,0,1,0,0,0,1,1,1,1,0,0,1,1
WA ,Whitman County,78,73,63,46,55,2,2,25,11,3,3,3,2,2,2,3,2,5,4,6,2,4,4
WA ,Yakima County,81,68,63,66,79,18,5,36,21,22,28,22,1,0,10,23,26,22,39,2,0,26,28
WV ,Barbour County,98,83,85,63,78,16,1,34,18,16,34,28,19,18,28,37,20,27,32,17,7,48,28
WV ,Berkeley County,81,76,60,67,66,18,2,33,29,10,31,30,2,0,25,13,18,22,39,6,0,26,16
WV ,Boone County,95,38,32,47,44,0,0,30,1,10,3,24,13,0,9,15,9,16,3,1,0,1,0
WV ,Braxton County,118,86,59,67,52,24,18,34,17,19,25,27,37,15,16,22,35,58,46,10,18,25,23
WV ,Brooke County,115,71,63,76,70,35,23,32,43,42,31,47,16,12,35,41,25,47,44,34,8,45,10
WV ,Cabell County,75,72,66,66,65,33,12,39,29,29,40,36,28,6,34,26,28,32,40,25,8,27,30
WV ,Fayette County,55,58,65,64,45,11,10,23,19,10,17,15,11,8,16,2,11,15,30,22,5,21,21
WV ,Gilmer County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WV ,Grant County,116,66,77,83,71,65,66,26,44,47,50,55,41,23,35,37,46,35,45,8,12,32,35
WV ,Greenbrier County,91,66,55,70,60,15,10,43,50,19,36,43,14,7,27,12,6,28,32,26,7,51,24
WV ,Hampshire County,68,90,52,48,37,7,1,0,10,9,9,3,0,1,1,7,9,0,57,1,0,8,0
WV ,Hancock County,74,56,42,58,42,1,1,22,8,20,16,13,0,2,0,7,2,16,25,18,1,22,8
WV ,Hardy County,96,78,70,70,76,58,44,48,71,46,50,56,43,44,49,48,40,43,50,40,32,46,39
WV ,Harrison County,80,73,61,59,66,20,11,29,27,18,35,26,18,6,32,16,23,27,37,19,3,32,21
WV ,Jackson County,79,86,63,85,57,20,7,20,23,11,42,11,28,9,12,12,6,17,32,16,5,15,26
WV ,Jefferson County,72,53,35,46,38,14,1,11,6,0,12,16,0,0,8,4,4,12,5,0,0,4,4
WV ,Kanawha County,80,68,64,61,64,21,4,25,23,11,22,22,18,5,21,13,12,19,31,19,1,17,20
WV ,Lewis County,79,75,76,61,82,20,7,28,29,23,47,29,30,16,31,24,27,49,52,20,2,38,24
WV ,Lincoln County,83,62,60,67,84,31,3,30,45,8,37,46,31,19,31,21,15,20,25,30,3,16,18
WV ,Logan County,76,63,55,47,47,1,1,9,34,1,7,19,6,0,16,8,1,2,9,4,0,7,2
WV ,Marion County,79,64,59,61,57,23,2,32,18,4,17,14,4,1,14,8,14,16,29,7,0,20,12
WV ,Marshall County,52,39,43,18,47,6,3,16,8,8,21,14,9,5,18,19,23,11,25,18,1,25,15
WV ,Mason County,92,92,71,77,81,26,6,56,34,44,38,27,36,22,40,38,37,47,53,33,9,49,39
WV ,Mercer County,80,85,82,74,60,24,3,37,21,9,39,40,24,4,27,14,22,28,41,22,1,45,33
WV ,Mineral County,71,52,58,55,76,23,9,45,25,2,29,21,0,1,30,6,6,12,24,1,0,22,19
WV ,Mingo County,42,56,43,45,14,0,1,2,1,7,1,1,1,1,1,1,2,1,2,1,1,1,1
WV ,Monongalia County,104,93,85,81,83,38,8,30,22,10,23,22,30,7,6,16,5,30,34,23,2,20,16
WV ,Morgan County,77,68,25,46,42,1,4,36,30,16,12,12,0,0,1,4,4,14,7,0,0,0,2
WV ,Nicholas County,80,78,97,45,71,32,2,32,32,12,27,35,21,15,35,18,20,30,39,28,4,37,30
WV ,Ohio County,72,72,60,56,62,26,15,42,34,22,40,38,13,19,28,25,24,39,48,34,8,46,30
WV ,Pocahontas County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WV ,Preston County,76,53,78,51,44,1,1,41,27,5,38,11,9,4,16,3,10,34,16,3,4,16,8
WV ,Putnam County,75,64,64,64,68,26,4,25,19,18,29,22,29,15,18,9,10,19,26,21,7,18,26
WV ,Raleigh County,91,78,80,74,80,40,13,54,43,39,56,54,44,18,45,35,38,50,61,44,19,51,45
WV ,Randolph County,79,78,77,72,67,34,30,42,47,28,55,40,41,30,51,38,25,30,47,37,29,41,45
WV ,Ritchie County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WV ,Roane County,NA,152,62,93,NA,NA,3,NA,3,5,11,4,7,14,2,8,3,5,25,3,12,31,7
WV ,Summers County,85,83,73,47,28,1,7,47,24,3,22,23,4,1,20,0,0,22,38,27,45,18,20
WV ,Taylor County,41,36,44,47,61,7,4,23,26,15,22,23,16,0,15,15,7,13,16,23,5,15,23
WV ,Tyler County,81,51,61,70,62,21,10,64,42,27,35,57,9,1,20,10,7,26,52,13,25,54,0
WV ,Upshur County,74,65,78,72,67,28,22,53,46,18,48,37,25,24,36,40,24,52,52,38,11,46,48
WV ,Wayne County,91,66,63,69,86,28,14,45,35,30,36,37,41,12,37,24,28,33,37,28,13,51,28
WV ,Wetzel County,120,107,91,107,123,63,32,60,71,34,60,78,60,40,44,79,30,70,73,67,29,70,39
WV ,Wood County,68,69,53,63,68,21,19,34,27,11,25,15,17,5,27,15,19,31,35,26,1,29,18
WV ,Wyoming County,79,57,39,40,46,0,6,20,35,23,42,30,8,9,30,4,27,31,40,10,7,21,29
WI ,Adams County,17,172,16,25,18,15,9,37,18,0,11,18,0,0,18,3,13,4,3,1,11,1,0
WI ,Ashland County,60,61,68,43,25,NA,2,47,39,22,14,6,1,1,13,15,25,17,19,2,3,4,12
WI ,Barron County,78,70,44,42,62,5,1,35,18,13,11,43,1,0,20,25,15,43,22,1,1,14,20
WI ,Brown County,86,71,56,46,55,2,0,33,19,5,14,22,0,0,8,14,15,27,31,6,1,15,20
WI ,Buffalo County,83,34,29,21,24,0,0,6,14,3,2,9,0,0,2,5,4,3,2,0,0,2,15
WI ,Burnett County,107,76,53,37,25,0,2,34,13,1,7,59,0,0,8,26,24,18,2,1,0,14,10
WI ,Calumet County,83,74,50,68,43,7,0,57,26,25,14,17,0,0,17,12,28,26,18,1,2,16,14
WI ,Chippewa County,77,81,70,54,58,3,0,39,21,9,12,24,0,0,22,18,27,23,15,1,1,22,23
