stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
CO,Morgan County,81,73,74,45,45,43,18,60,58,106,43,42,2,10,37,49,37,43,40,30,4,44,60
CO,Otero County,100,80,41,40,65,17,9,51,33,44,16,20,1,2,35,33,26,27,27,6,2,18,29
CO,Park County,67,57,57,0,21,15,9,14,11,20,3,0,0,1,3,7,8,0,0,11,4,16,15
CO,Pitkin County,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO,Prowers County,88,82,98,69,109,74,45,96,92,118,72,70,55,45,83,105,77,47,80,31,21,63,66
CO,Pueblo County,78,58,58,53,54,6,5,43,37,44,3,12,1,0,6,16,10,16,15,1,1,17,11
CO,Rio Grande County,137,85,76,130,48,14,19,40,16,75,1,19,1,1,4,13,8,6,20,6,8,22,12
CO,Routt County,90,72,53,33,41,21,1,24,24,26,17,9,0,1,9,12,19,1,12,4,0,8,16
CO,San Miguel County,108,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO,Summit County,185,46,42,5,10,2,0,4,4,6,3,1,0,0,0,5,2,0,1,3,0,7,3
CO,Teller County,29,35,29,0,1,0,0,4,6,2,0,2,0,0,0,0,0,0,0,0,0,0,1
CO,Weld County,68,53,50,18,32,14,5,34,33,36,9,8,0,0,9,15,14,6,15,5,0,14,17
CO,Yuma County,71,51,168,98,58,NA,42,100,146,91,108,43,15,9,88,102,66,35,38,28,7,99,49
CT,Fairfield County,53,32,32,28,42,13,4,0,6,1,9,13,0,0,1,1,4,2,1,5,0,4,5
CT,Hartford County,58,38,37,29,40,6,1,1,4,3,9,17,1,0,1,2,5,3,3,3,0,6,6
CT,Litchfield County,65,42,43,38,48,15,8,8,9,17,26,29,3,0,8,12,17,15,12,8,0,19,18
CT,Middlesex County,58,36,39,30,44,19,4,9,13,10,15,21,5,0,8,10,11,8,11,6,0,14,17
CT,New Haven County,64,42,40,34,47,16,3,3,10,5,20,24,1,0,1,4,6,7,6,4,0,8,9
CT,New London County,69,46,39,33,46,5,1,9,12,6,15,24,0,0,4,7,8,6,6,1,0,11,11
CT,Tolland County,71,49,47,34,41,16,1,1,8,7,16,22,1,0,1,8,7,11,13,5,0,9,17
CT,Windham County,56,42,41,37,48,15,3,17,20,14,21,36,5,0,9,14,17,13,12,3,0,22,18
DE ,Kent County,78,63,59,55,71,22,3,38,18,13,30,31,0,0,18,12,22,28,33,4,0,21,15
DE ,New Castle County,61,43,34,29,42,5,0,9,3,0,5,12,0,0,3,0,2,4,6,0,0,2,2
DE ,Sussex County,76,65,53,55,67,21,11,28,21,10,29,33,0,2,25,18,14,21,25,3,1,14,15
FL ,Alachua County,69,63,60,60,68,36,12,43,20,26,26,31,12,4,20,23,27,31,35,10,0,21,22
FL ,Baker County,79,76,74,76,102,45,25,42,39,40,54,71,31,23,37,36,49,57,39,29,11,34,31
FL ,Bay County,85,74,72,67,90,67,31,50,55,50,50,57,34,16,41,34,43,46,30,14,3,28,32
FL ,Bradford County,109,90,89,97,114,61,28,53,54,59,55,52,30,30,38,36,47,49,47,29,17,32,66
FL ,Brevard County,80,74,60,56,60,26,12,39,37,40,40,40,14,4,23,24,32,35,20,4,0,10,14
FL ,Broward County,68,54,42,44,50,15,5,17,14,15,13,14,2,0,5,7,7,9,10,1,0,3,5
FL ,Calhoun County,38,57,57,64,83,16,12,62,37,45,40,60,28,10,29,21,58,24,13,4,0,5,10
FL ,Charlotte County,77,72,57,62,63,22,9,43,35,34,31,39,5,0,15,21,25,27,8,1,0,5,8
FL ,Citrus County,75,68,57,63,67,20,7,30,32,25,29,33,8,2,29,22,30,31,14,4,0,12,12
FL ,Clay County,76,69,58,62,64,30,14,40,39,36,36,41,23,8,30,28,33,37,27,14,0,21,21
FL ,Collier County,78,70,58,57,65,32,13,35,28,33,32,34,9,2,19,22,25,31,14,5,0,12,14
FL ,Columbia County,100,85,83,89,95,73,45,75,78,68,74,81,60,37,75,59,62,71,55,34,7,54,64
FL ,DeSoto County,91,72,55,62,70,30,25,51,49,57,32,54,12,22,25,45,38,40,32,10,2,23,26
FL ,Dixie County,74,50,21,34,97,27,74,51,54,17,41,48,28,18,32,45,17,22,21,25,7,10,18
FL ,Duval County,71,65,55,60,63,26,10,34,34,32,31,39,18,5,20,21,26,34,22,7,0,13,15
FL ,Escambia County,96,88,75,82,75,38,25,53,50,50,53,54,31,11,41,37,49,50,39,18,3,30,31
FL ,Flagler County,80,73,63,68,69,40,28,43,39,43,37,41,15,5,24,26,32,39,23,6,0,15,17
FL ,Franklin County,223,119,128,121,198,173,213,84,59,33,35,41,35,82,37,30,13,13,8,3,11,33,4
FL ,Gadsden County,90,80,75,81,77,34,15,67,47,56,56,62,25,6,38,47,57,58,37,15,1,21,33
FL ,Gilchrist County,83,71,72,82,83,45,39,55,49,68,64,67,19,23,56,37,59,49,39,34,7,38,51
FL ,Glades County,93,101,78,64,97,30,7,45,20,72,41,34,9,5,15,35,40,19,30,9,0,12,9
FL ,Gulf County,128,113,71,115,112,109,49,28,36,21,37,49,36,41,28,12,29,23,11,12,7,16,21
FL ,Hamilton County,95,109,92,110,105,93,100,98,85,81,88,110,90,39,79,56,57,79,90,51,60,77,88
FL ,Hardee County,79,75,62,66,73,36,16,54,51,55,48,47,30,13,49,55,55,52,41,16,11,31,33
FL ,Hendry County,85,55,72,51,88,26,23,47,47,51,44,38,25,13,34,39,39,44,35,19,5,32,30
FL ,Hernando County,75,70,57,64,58,28,9,47,35,38,34,40,12,1,21,25,25,28,16,1,0,16,14
FL ,Highlands County,72,75,64,65,65,26,12,54,52,50,48,53,15,7,29,40,35,44,29,6,0,27,25
FL ,Hillsborough County,75,64,52,51,55,25,10,30,24,27,23,27,2,0,8,11,14,16,16,4,0,7,9
FL ,Holmes County,97,106,93,98,86,56,47,63,76,67,79,83,69,38,72,72,74,82,70,55,23,66,66
FL ,Indian River County,87,79,70,74,75,40,22,48,45,47,47,51,17,13,39,39,46,49,32,6,0,13,32
FL ,Jackson County,93,82,92,80,95,53,28,69,67,70,70,68,37,27,54,53,64,62,47,29,18,49,53
FL ,Jefferson County,98,86,88,90,90,40,40,48,80,68,75,76,31,17,65,45,77,43,53,19,1,26,21
FL ,Lafayette County,107,68,66,67,88,44,39,50,48,50,50,68,41,19,64,21,53,63,18,29,2,11,34
FL ,Lake County,72,60,49,54,54,22,7,35,29,32,32,27,8,0,17,17,25,23,14,2,0,10,12
FL ,Lee County,80,71,61,62,66,31,11,38,37,35,33,36,6,1,16,22,24,29,12,2,0,9,13
FL ,Leon County,105,93,80,83,84,42,25,58,55,57,50,58,30,11,44,41,53,53,47,22,2,32,30
FL ,Levy County,100,90,75,68,71,31,23,58,53,53,52,55,42,7,53,41,41,57,38,13,0,33,33
FL ,Liberty County,81,89,132,86,NA,NA,NA,NA,63,NA,91,NA,NA,27,73,56,NA,72,41,NA,NA,NA,62
FL ,Madison County,83,105,89,110,109,71,37,80,77,61,76,85,44,31,63,50,55,70,48,27,15,40,50
FL ,Manatee County,81,71,62,65,69,32,16,44,38,43,39,43,21,8,28,29,35,38,24,4,0,16,20
FL ,Marion County,82,71,75,71,73,31,13,50,49,49,50,51,17,3,39,36,45,44,27,6,0,24,22
FL ,Martin County,85,74,64,69,70,42,26,51,47,45,45,48,27,13,36,33,33,40,27,11,0,10,29
FL ,Miami-Dade County,68,56,44,43,49,15,3,17,13,11,9,10,0,0,4,5,5,7,7,1,0,2,3
FL ,Monroe County,113,106,102,90,93,79,41,22,10,8,19,12,3,2,3,2,1,2,4,1,1,1,1
FL ,Nassau County,84,66,67,72,72,42,17,48,41,48,44,50,33,15,37,35,41,45,34,15,2,30,28
FL ,Okaloosa County,91,78,76,69,82,38,17,47,47,44,44,46,29,9,31,30,39,41,25,8,0,26,23
FL ,Okeechobee County,85,83,69,73,88,49,41,57,57,67,62,67,41,21,48,62,55,58,48,25,2,45,42
FL ,Orange County,75,61,51,48,52,17,5,26,22,30,24,2,0,0,2,3,5,7,5,0,0,2,4
FL ,Osceola County,83,64,46,46,46,10,1,19,14,17,18,1,0,0,0,0,1,2,1,0,0,0,0
FL ,Palm Beach County,73,66,53,55,62,26,10,28,27,28,24,25,8,2,16,15,17,18,16,4,0,6,10
FL ,Pasco County,72,63,53,54,59,21,9,34,29,33,28,30,9,2,21,16,22,25,19,4,0,9,12
FL ,Pinellas County,77,66,56,57,59,25,12,33,30,32,23,22,6,1,9,12,15,19,16,5,0,7,10
FL ,Polk County,78,67,59,62,63,29,10,39,36,38,37,39,14,4,26,30,33,37,25,3,0,15,18
FL ,Putnam County,100,80,68,81,76,33,26,51,45,51,57,54,24,16,32,37,42,53,41,20,1,38,35
FL ,Saint Johns County,76,65,56,57,60,39,24,36,34,31,32,37,27,13,22,23,29,32,21,14,0,15,18
FL ,Saint Lucie County,77,70,56,61,63,33,12,44,41,39,37,44,15,3,27,28,34,34,29,5,0,7,17
FL ,Santa Rosa County,81,75,66,65,77,35,18,49,43,48,46,47,25,14,39,30,43,47,32,14,1,26,30
FL ,Sarasota County,80,75,62,67,68,38,12,41,37,39,38,41,18,6,28,28,32,38,18,7,0,12,19
FL ,Seminole County,69,60,46,50,51,22,8,31,26,31,28,22,8,2,10,15,18,21,13,2,0,5,8
FL ,Sumter County,64,58,42,48,63,20,6,36,32,23,23,35,8,2,24,14,15,25,12,2,0,9,7
FL ,Suwannee County,97,81,73,84,84,36,18,64,72,63,63,61,33,18,45,40,54,61,55,12,3,46,40
FL ,Taylor County,103,86,84,109,87,106,110,83,74,82,62,100,64,82,66,67,79,64,56,56,30,74,57
FL ,Union County,89,64,76,68,70,48,9,67,73,70,67,55,27,17,41,53,54,46,46,30,8,26,62
FL ,Volusia County,81,70,65,66,69,36,21,47,44,42,44,48,23,12,29,32,36,40,23,5,0,17,20
FL ,Wakulla County,85,97,57,58,60,29,18,49,35,43,34,43,21,17,26,22,33,31,32,16,5,22,29
FL ,Walton County,39,35,35,42,117,183,37,35,30,33,36,39,32,23,27,24,39,35,29,16,8,23,27
FL ,Washington County,85,90,77,99,77,48,24,50,60,85,67,61,32,14,55,50,51,47,45,30,12,34,49
GA ,Appling County,69,93,77,97,93,66,47,68,66,48,60,76,56,31,60,46,48,83,41,14,19,23,36
GA ,Atkinson County,100,84,94,84,105,79,60,83,60,74,66,85,55,43,74,58,73,71,62,21,2,74,52
GA ,Bacon County,100,85,90,102,87,74,22,68,79,77,74,82,43,39,70,60,59,74,58,38,19,54,42
GA ,Baldwin County,141,107,98,120,125,84,66,79,78,88,88,91,78,76,80,71,82,87,78,42,34,72,63
GA ,Banks County,87,92,86,90,96,65,42,74,59,79,79,86,52,48,76,66,83,81,71,40,36,62,61
GA ,Barrow County,80,70,67,71,70,43,14,45,43,50,54,59,27,12,47,32,43,44,42,12,4,34,35
GA ,Bartow County,70,65,59,68,72,50,25,48,42,51,58,59,39,22,48,40,54,56,53,24,16,44,46
GA ,Ben Hill County,98,69,69,86,97,56,36,62,59,58,70,73,47,38,60,57,63,62,57,32,23,55,57
GA ,Berrien County,77,79,71,82,85,48,23,51,59,56,51,71,27,26,47,43,56,60,53,9,1,38,46
GA ,Bibb County,95,82,72,75,80,55,21,48,43,52,52,53,42,19,46,40,52,60,50,8,5,26,31
GA ,Bleckley County,115,52,51,75,77,28,13,33,39,31,29,49,30,13,32,31,38,35,40,10,4,32,26
GA ,Brantley County,86,92,72,89,74,43,9,54,48,61,27,35,18,7,40,32,54,34,42,5,1,23,22
GA ,Brooks County,83,103,76,70,54,26,13,50,19,51,27,68,33,8,23,22,50,69,26,6,1,41,54
GA ,Bryan County,90,78,63,72,85,37,9,48,43,39,43,39,21,9,31,38,31,33,40,3,0,22,18
GA ,Bulloch County,139,131,118,132,130,80,44,93,82,87,91,99,72,43,83,64,75,79,68,21,12,58,58
GA ,Burke County,70,61,85,76,88,75,43,54,50,56,51,70,60,28,60,58,52,48,37,20,11,38,26
GA ,Butts County,87,82,72,78,84,45,13,62,55,59,59,69,39,21,57,49,56,69,53,15,9,39,46
GA ,Camden County,84,77,74,74,81,56,27,54,46,56,49,50,31,13,30,39,41,42,42,13,0,34,33
GA ,Candler County,70,89,62,62,92,53,27,55,53,74,50,91,54,29,60,62,61,57,59,21,17,55,47
GA ,Carroll County,78,77,65,77,80,48,16,41,40,46,47,52,31,14,39,34,46,49,46,18,7,37,34
GA ,Catoosa County,79,78,68,75,70,45,20,41,39,54,57,71,46,29,47,39,54,60,49,8,2,33,32
GA ,Charlton County,130,51,102,65,50,28,22,29,58,44,73,53,32,6,21,31,31,34,45,15,3,30,26
GA ,Chatham County,89,72,79,78,79,31,12,48,41,36,37,41,17,7,25,26,37,41,40,7,0,21,27
GA ,Chattahoochee County,74,122,64,83,97,NA,NA,31,71,75,29,103,NA,NA,NA,NA,32,27,NA,NA,NA,23,NA
GA ,Chattooga County,70,62,56,71,69,46,24,38,31,46,49,54,42,30,53,40,48,57,42,18,2,42,37
GA ,Cherokee County,56,50,38,48,52,36,14,21,18,27,26,32,23,8,24,15,23,29,24,7,3,17,17
GA ,Clarke County,121,94,102,92,115,56,11,43,45,68,61,76,50,18,56,44,66,79,71,24,3,34,48
GA ,Clayton County,69,51,48,53,57,20,1,18,15,26,27,36,7,0,10,5,10,15,16,0,0,3,2
GA ,Clinch County,65,109,85,94,73,77,41,49,72,51,41,45,70,32,45,71,42,72,64,43,17,61,47
GA ,Cobb County,60,50,41,45,54,31,4,15,16,20,19,29,15,2,15,9,16,24,20,1,0,6,8
GA ,Coffee County,94,87,86,89,97,80,52,70,76,66,75,79,63,34,66,61,75,82,82,35,12,50,46
GA ,Colquitt County,84,68,74,81,90,61,29,60,60,57,63,62,49,19,52,57,57,67,56,33,10,42,40
GA ,Columbia County,91,80,64,73,77,49,18,44,43,51,54,59,37,18,43,40,48,58,44,8,3,28,31
GA ,Cook County,95,87,72,87,74,48,26,59,52,58,52,57,43,22,41,45,49,68,42,21,18,47,36
GA ,Coweta County,78,70,66,70,69,49,16,42,40,47,47,49,33,13,39,47,46,54,40,14,3,27,27
GA ,Crawford County,108,91,91,95,82,45,10,60,48,27,69,77,37,19,46,37,44,86,48,1,0,18,13
GA ,Crisp County,98,67,68,104,103,53,31,82,48,60,65,66,45,40,46,51,51,64,64,28,9,42,47
GA ,Dade County,83,89,66,69,77,50,20,55,31,57,66,65,44,29,48,38,42,50,54,15,14,47,47
GA ,Dawson County,77,66,63,72,70,51,21,36,38,53,50,54,39,22,40,37,47,55,48,17,5,30,32
GA ,DeKalb County,49,32,24,30,38,11,0,1,2,5,4,9,4,0,1,0,1,5,5,0,0,0,0
GA ,Decatur County,90,92,78,87,90,49,42,68,62,69,63,67,48,45,61,57,64,72,52,40,13,58,55
GA ,Dodge County,104,96,76,80,97,45,23,64,66,65,76,61,52,23,65,49,62,73,66,18,11,41,46
GA ,Dooly County,95,94,94,109,117,79,24,75,86,95,92,91,71,39,86,95,88,90,89,34,28,65,84
GA ,Dougherty County,73,64,67,68,68,16,6,40,44,52,39,45,19,6,36,24,40,44,41,9,1,26,26
GA ,Douglas County,68,65,53,61,63,33,6,33,33,34,29,36,13,1,20,19,30,32,39,2,0,10,17
GA ,Early County,87,48,73,65,88,18,3,36,45,40,39,29,18,6,32,33,44,32,20,11,6,19,27
GA ,Echols County,86,87,89,85,85,75,30,76,85,85,80,82,64,37,66,72,76,80,75,38,18,71,74
GA ,Effingham County,92,79,73,76,76,36,14,57,59,51,52,55,24,12,44,42,48,48,45,13,5,21,40
GA ,Elbert County,79,62,77,80,82,82,34,41,47,68,72,77,56,47,65,60,62,64,64,31,28,55,44
GA ,Emanuel County,116,69,68,62,100,53,29,59,63,46,50,64,47,31,50,52,53,54,59,16,9,34,42
GA ,Evans County,76,79,67,111,85,60,39,57,70,65,65,70,59,24,50,47,64,58,46,27,3,39,46
GA ,Fannin County,97,87,83,84,82,72,57,60,51,59,61,64,45,27,55,33,35,45,47,16,12,45,41
GA ,Fayette County,65,58,49,52,60,38,15,27,29,37,36,45,28,8,31,29,34,43,33,5,0,13,18
GA ,Floyd County,82,77,74,79,81,62,32,55,55,63,68,73,49,33,62,53,63,72,70,35,21,57,57
GA ,Forsyth County,61,53,46,56,58,47,18,17,12,32,31,41,36,14,20,10,26,36,27,5,2,9,9
GA ,Franklin County,86,84,79,88,87,71,51,68,73,77,75,80,52,27,65,60,74,77,77,30,20,55,66
GA ,Fulton County,57,43,32,41,47,28,7,5,6,13,11,20,13,3,5,3,9,13,12,1,0,2,2
GA ,Gilmer County,86,83,74,90,89,55,43,55,46,61,58,59,48,30,54,44,51,59,52,36,19,47,51
GA ,Glynn County,99,79,72,73,83,55,35,60,58,62,55,62,39,25,46,40,50,58,57,15,5,35,41
GA ,Gordon County,72,71,68,80,78,66,38,50,62,72,72,77,64,37,60,52,69,71,62,25,19,56,52
GA ,Grady County,101,62,67,91,88,56,25,54,66,62,57,52,23,20,40,39,47,52,48,20,8,37,44
GA ,Greene County,69,52,49,66,50,42,66,39,52,46,34,42,33,28,41,49,40,64,57,30,9,29,46
GA ,Gwinnett County,61,50,41,45,51,28,3,15,13,23,21,30,5,0,9,2,10,17,17,1,0,4,4
GA ,Habersham County,82,84,73,76,91,64,36,63,55,61,71,72,50,28,58,58,62,67,61,27,17,53,49
GA ,Hall County,77,74,66,70,76,57,21,49,39,57,56,62,41,22,47,39,49,48,50,16,6,37,36
GA ,Haralson County,90,97,81,98,94,74,31,66,66,69,74,78,61,31,72,59,70,79,79,22,15,57,67
GA ,Harris County,94,88,85,87,87,61,30,69,70,75,71,75,54,37,67,65,68,75,58,12,9,55,53
GA ,Hart County,74,76,71,75,96,58,37,52,44,62,60,60,42,33,52,49,53,52,57,26,27,47,44
GA ,Heard County,94,84,83,93,88,64,13,61,73,89,60,68,31,26,70,71,71,71,74,18,0,38,50
GA ,Henry County,69,61,53,56,65,40,5,34,32,36,36,40,25,4,26,18,30,33,29,3,0,15,16
GA ,Houston County,87,82,72,76,76,44,11,53,51,47,50,51,34,13,39,35,45,56,40,2,0,22,27
GA ,Irwin County,93,99,91,84,112,73,59,89,89,60,72,73,53,28,77,81,69,84,76,54,27,53,50
GA ,Jackson County,77,74,64,65,77,50,20,44,36,55,47,63,36,14,44,35,48,46,43,12,5,37,38
GA ,Jasper County,93,65,78,86,86,48,18,45,40,52,49,60,40,21,34,34,38,69,56,27,8,40,34
GA ,Jeff Davis County,89,86,86,87,98,75,58,61,61,72,58,81,49,39,55,44,55,54,55,40,22,59,55
GA ,Jefferson County,106,81,88,85,84,42,33,67,48,45,57,74,38,15,57,48,56,64,52,11,4,40,35
GA ,Jenkins County,87,80,127,107,140,52,6,32,70,69,68,74,22,12,66,24,58,85,38,9,4,20,35
GA ,Johnson County,66,93,72,88,71,39,16,71,68,68,66,68,47,36,56,44,51,47,59,17,10,46,67
GA ,Jones County,91,92,78,76,84,47,22,54,56,64,61,72,35,31,50,51,58,73,53,10,11,48,52
GA ,Lamar County,96,82,56,55,68,42,12,33,30,55,31,74,32,11,36,33,37,52,30,8,6,36,27
GA ,Lanier County,87,82,92,58,95,35,23,79,44,49,37,55,39,24,46,30,43,31,54,11,8,36,34
GA ,Laurens County,85,85,78,79,89,69,32,60,66,70,61,70,48,36,59,59,66,67,58,17,14,49,49
GA ,Lee County,94,93,88,90,92,73,30,73,65,71,71,82,47,39,65,64,67,64,71,46,10,67,73
GA ,Liberty County,74,64,55,58,65,23,1,45,34,30,25,21,6,1,15,18,29,28,29,1,0,11,15
GA ,Lincoln County,75,55,81,48,72,50,45,72,26,26,43,30,27,44,65,32,27,90,23,7,23,36,38
GA ,Long County,102,101,89,98,90,67,65,70,79,73,83,86,76,57,77,71,71,87,95,36,17,57,81
GA ,Lowndes County,77,75,68,75,80,53,28,57,57,57,60,59,38,22,50,44,61,60,52,19,6,34,40
GA ,Lumpkin County,94,93,87,90,99,76,52,61,57,81,81,89,68,41,66,52,69,83,69,28,14,55,64
GA ,Macon County,142,83,85,108,97,35,7,59,59,50,50,98,46,13,37,65,19,68,46,7,2,56,44
GA ,Madison County,81,74,64,72,77,48,21,61,61,63,62,67,38,25,55,52,59,67,51,12,8,53,40
GA ,Marion County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA ,McDuffie County,79,66,68,70,86,59,27,48,43,69,52,79,53,31,40,62,63,71,70,24,11,35,41
GA ,McIntosh County,97,88,88,90,101,52,28,81,86,63,70,58,38,22,33,42,50,62,23,19,3,18,26
GA ,Meriwether County,62,75,46,51,69,22,6,43,23,43,32,42,23,20,26,22,39,57,49,11,12,34,15
GA ,Miller County,64,87,86,69,67,45,19,66,54,50,44,55,39,33,49,46,55,44,48,25,4,49,49
GA ,Mitchell County,85,81,53,75,65,48,11,60,61,53,54,56,22,12,31,28,30,32,56,9,4,25,29
GA ,Monroe County,92,84,81,90,76,44,16,55,65,58,53,70,40,21,53,56,49,62,52,13,10,41,45
GA ,Montgomery County,96,104,93,110,97,NA,5,72,65,82,74,62,72,25,50,72,72,92,50,3,2,45,30
GA ,Morgan County,62,71,71,77,69,50,26,49,45,48,57,56,33,28,44,45,55,46,54,21,16,32,38
GA ,Murray County,85,78,71,85,77,65,37,51,46,62,69,58,51,31,59,50,57,67,58,19,19,50,41
GA ,Muscogee County,84,72,64,68,72,36,12,36,35,41,41,51,25,8,26,25,36,55,37,5,1,15,17
GA ,Newton County,72,65,61,65,71,44,8,39,32,46,42,44,27,6,35,25,36,44,38,12,0,32,22
GA ,Oconee County,82,77,68,77,78,69,33,54,50,62,66,72,53,36,59,53,63,65,63,27,18,49,51
GA ,Oglethorpe County,82,64,66,68,75,38,36,62,54,40,47,63,34,12,64,62,55,72,60,3,4,62,47
GA ,Paulding County,70,59,54,63,65,40,14,34,34,39,40,47,30,10,32,29,43,49,41,7,1,30,30
GA ,Peach County,100,80,81,83,79,51,12,56,49,67,50,60,47,12,38,46,59,65,46,6,2,38,38
GA ,Pickens County,73,67,63,70,71,50,21,36,36,48,50,53,40,22,46,25,49,53,49,21,15,37,43
GA ,Pierce County,103,83,80,92,81,60,41,75,68,69,73,70,50,22,66,56,70,65,54,29,6,52,49
GA ,Pike County,87,84,84,84,98,69,38,69,72,64,73,70,56,38,62,64,67,75,61,27,8,63,60
GA ,Polk County,65,61,58,67,64,35,17,42,39,44,46,58,35,25,34,30,45,51,44,15,10,34,34
GA ,Pulaski County,98,47,54,64,60,29,8,33,33,33,35,36,48,8,35,27,58,52,45,16,2,24,13
GA ,Putnam County,91,80,73,70,76,48,48,56,35,49,40,44,41,53,51,35,46,48,41,24,28,42,31
GA ,Rabun County,81,71,76,51,70,50,68,34,34,58,42,64,35,48,58,26,40,32,32,18,22,27,30
GA ,Randolph County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA ,Richmond County,93,77,66,69,76,42,5,37,30,39,44,51,26,9,32,27,35,52,37,8,1,19,27
GA ,Rockdale County,65,53,47,51,61,32,1,24,13,22,15,34,12,0,17,8,8,15,17,0,0,3,12
GA ,Schley County,82,78,NA,94,NA,NA,NA,NA,NA,67,NA,NA,62,NA,74,36,65,NA,70,NA,NA,38,NA
GA ,Screven County,96,85,80,87,94,50,12,42,36,25,71,83,36,11,56,38,24,62,35,29,1,17,30
GA ,Seminole County,90,65,63,87,77,43,18,61,49,53,57,79,35,22,57,52,64,69,68,36,22,59,64
GA ,Spalding County,79,74,64,71,79,56,23,56,46,50,61,58,43,22,47,38,49,63,57,22,7,38,40
GA ,Stephens County,84,78,70,81,81,67,35,58,61,85,67,79,57,36,62,49,61,64,62,29,12,43,41
GA ,Sumter County,108,115,82,80,93,72,34,70,72,60,64,77,47,54,63,55,64,81,67,24,20,69,41
GA ,Talbot County,90,92,90,76,81,24,1,31,56,31,45,79,26,5,53,28,63,74,47,1,1,46,12
GA ,Tattnall County,82,88,47,56,62,28,13,56,37,34,46,35,24,14,32,27,42,42,25,13,3,23,33
GA ,Taylor County,127,59,57,97,54,17,14,64,47,53,45,57,29,33,71,29,24,71,18,5,6,35,32
GA ,Telfair County,102,104,79,104,91,33,17,59,75,60,68,101,47,13,48,49,62,100,57,7,3,55,52
GA ,Terrell County,74,29,57,48,98,18,10,15,37,9,12,19,10,1,10,6,23,43,54,9,3,20,30
GA ,Thomas County,81,79,82,80,93,71,39,62,62,66,68,68,41,24,55,50,55,65,63,24,8,42,52
GA ,Tift County,104,95,81,95,98,66,41,68,68,71,71,79,46,40,61,49,61,62,70,35,22,55,58
GA ,Toombs County,92,90,91,98,114,76,32,66,81,80,86,87,60,34,76,59,68,82,77,29,16,60,62
GA ,Towns County,114,77,82,84,83,49,62,73,39,54,70,63,53,47,71,28,32,43,25,10,11,43,33
GA ,Treutlen County,76,94,77,94,75,37,9,71,65,84,61,69,37,14,53,59,73,72,83,18,10,41,50
GA ,Troup County,87,85,79,82,85,56,28,57,63,73,70,75,58,34,53,48,60,68,54,32,13,42,44
GA ,Turner County,103,103,99,108,113,50,32,85,78,85,103,94,81,22,56,79,88,71,66,14,6,30,34
GA ,Twiggs County,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,69
GA ,Union County,96,70,68,80,91,69,64,68,27,59,59,74,39,31,41,33,61,66,71,36,23,52,35
GA ,Upson County,90,73,61,81,81,51,28,54,61,61,60,67,44,29,56,48,50,64,47,15,14,40,38
GA ,Walker County,80,70,72,80,77,40,26,46,39,57,58,70,42,30,52,39,52,63,56,12,5,34,35
GA ,Walton County,78,72,63,68,74,43,23,47,43,53,54,58,33,14,48,39,45,49,46,14,6,37,34
GA ,Ware County,96,72,76,83,87,62,42,65,66,62,66,69,44,23,61,55,64,65,59,19,5,47,50
GA ,Washington County,89,78,63,95,99,61,43,71,49,76,50,68,60,53,62,58,67,70,68,45,18,52,47
GA ,Wayne County,92,81,72,86,91,51,35,71,66,62,70,69,49,24,56,58,68,66,66,17,2,43,45
GA ,White County,70,65,68,76,70,59,43,49,42,57,58,61,47,36,51,46,51,58,49,16,7,36,44
GA ,Whitfield County,82,76,70,78,76,62,41,56,51,63,71,77,59,41,62,52,68,72,62,24,17,48,50
GA ,Wilcox County,95,79,104,87,88,39,33,85,68,34,72,71,21,13,43,50,77,86,33,8,5,16,22
GA ,Wilkes County,61,42,60,78,57,44,47,42,50,44,63,48,32,48,71,43,50,38,41,21,8,40,47
GA ,Wilkinson County,105,104,92,98,107,64,30,83,75,83,68,90,52,44,71,74,77,84,72,13,13,68,52
GA ,Worth County,87,64,50,77,43,18,13,42,19,31,35,36,19,17,40,17,41,22,43,14,5,19,30
HI,Hawaii County,94,86,84,57,83,42,25,54,54,25,13,27,5,0,21,24,27,25,38,8,1,26,33
HI,Honolulu County,78,64,69,42,68,31,20,43,22,22,15,20,6,0,17,18,20,20,27,12,2,17,18
HI,Kauai County,50,44,53,43,73,31,25,42,34,25,9,13,0,0,10,10,15,17,21,10,8,17,14
HI,Maui County,104,91,88,66,82,50,39,49,47,32,17,34,11,0,19,22,24,26,33,9,1,26,20
ID ,Ada County,79,66,64,58,63,25,10,38,36,32,12,17,2,0,5,6,8,9,19,3,0,7,15
ID ,Bannock County,99,84,83,79,90,42,15,59,65,65,55,40,12,1,42,33,41,39,48,18,1,42,44
